ts_code,trade_date,open,high,low,close,vol,amount,pct_chg,ma_short,ma_long,signal,trade,position,market_return,strategy_return,strategy_nav,buy_hold_nav,drawdown
600276.SH,2026-03-09,54.78,55.18,54.05,54.94,426233.28,2329596.366,-1.1159,54.162,56.41466666666667,0,0.0,0.0,-0.011159107271418334,-0.0,1.0245130018484565,1.0315433721366885,-0.17436740265835482
600276.SH,2026-03-10,55.3,56.75,55.3,56.55,473604.92,2669120.574,2.9305,54.75,56.35466666666667,0,0.0,0.0,0.029304696032034894,0.0,1.0245130018484565,1.0617724371010144,-0.17436740265835482
600276.SH,2026-03-11,56.45,56.55,55.6,55.83,321259.28,1795447.675,-1.2732,55.32000000000001,56.18333333333333,0,0.0,0.0,-0.012732095490716189,-0.0,1.0245130018484565,1.0482538490424338,-0.17436740265835482
600276.SH,2026-03-12,55.8,56.04,55.23,55.3,266691.35,1480023.552,-0.9493,55.636,55.943333333333335,0,0.0,0.0,-0.009493104065914415,-0.0,1.0245130018484565,1.0383026661659787,-0.17436740265835482
600276.SH,2026-03-13,55.3,55.63,54.95,55.11,244164.44,1347312.522,-0.3436,55.54600000000001,55.70133333333333,0,0.0,0.0,-0.0034358047016274096,-0.0,1.0245130018484565,1.0347352609838534,-0.17436740265835482
600276.SH,2026-03-16,55.21,56.05,54.52,55.59,307751.44,1706961.132,0.871,55.676,55.52533333333333,1,1.0,0.0,0.008709853021230396,0.0,1.0245130018484565,1.0437476530229073,-0.17436740265835482
600276.SH,2026-03-17,55.69,57.44,55.38,56.3,504110.99,2853748.29,1.2772,55.626,55.41133333333333,1,0.0,1.0,0.012772081309587957,0.011772081309587956,1.0365736522089466,1.0570784829140074,-0.1646479885906026
600276.SH,2026-03-18,56.26,57.08,56.02,56.88,393793.11,2228050.343,1.0302,55.836,55.346,1,0.0,1.0,0.010301953818827814,0.010301953818827814,1.0472523861038168,1.067968456627864,-0.15604223074659818
600276.SH,2026-03-19,56.17,57.03,55.91,56.02,343646.51,1935908.148,-1.512,55.98,55.29933333333334,1,0.0,1.0,-0.015119549929676457,-0.015119549929676457,1.0314184013631473,1.0518212542245595,-0.16880249237736333
600276.SH,2026-03-20,56.19,56.76,55.05,55.14,347395.1,1936270.337,-1.5709,55.986000000000004,55.20466666666666,1,0.0,1.0,-0.01570867547304533,-0.01570867547304533,1.0152161844192065,1.0352985354862945,-0.18185950427861142
600276.SH,2026-03-23,54.18,54.35,52.41,52.78,487701.57,2600360.832,-4.28,55.424,55.087333333333326,1,0.0,1.0,-0.04280014508523755,-0.04280014508523755,0.9717647844331831,0.9909876079609471,-0.21687603619559503
600276.SH,2026-03-24,53.27,53.74,52.81,53.64,348355.04,1854905.816,1.6294,54.891999999999996,55.089333333333336,0,-1.0,1.0,0.016294050776809454,0.016294050776809454,0.9875987691738527,1.0071348103642517,-0.20411577456482977
600276.SH,2026-03-25,54.0,54.86,53.84,54.1,411525.62,2230992.166,0.8576,54.336,55.163999999999994,0,0.0,0.0,0.008575689783743456,-0.001,0.9866111704046788,1.0157716860683448,-0.20491165879026496
600276.SH,2026-03-26,53.28,54.1,51.54,51.63,649416.53,3412838.811,-4.5656,53.458000000000006,55.024666666666675,0,0.0,0.0,-0.04565619223659889,-0.0,0.9866111704046788,0.9693954187007142,-0.20491165879026496
600276.SH,2026-03-27,51.3,55.48,51.11,55.18,991196.28,5393542.863,6.8758,53.465999999999994,54.99933333333333,0,0.0,0.0,0.06875847375556843,0.0,0.9866111704046788,1.0360495681562156,-0.20491165879026496
600276.SH,2026-03-30,54.73,56.1,54.61,55.76,697270.79,3866003.912,1.0511,54.062,55.053999999999995,0,0.0,0.0,0.01051105472997449,0.0,0.9866111704046788,1.046939541870072,-0.20491165879026496
600276.SH,2026-03-31,55.86,57.38,55.2,55.22,692923.92,3885745.233,-0.9684,54.378,54.965333333333334,0,0.0,0.0,-0.00968436154949781,-0.0,0.9866111704046788,1.0368006008261366,-0.20491165879026496
600276.SH,2026-04-01,56.03,57.78,55.6,57.73,1005516.56,5750559.322,4.5455,55.104,55.092000000000006,1,1.0,0.0,0.045454545454545414,0.0,0.9866111704046788,1.0839279008636882,-0.20491165879026496
600276.SH,2026-04-02,57.74,58.35,57.01,57.37,765169.85,4415860.425,-0.6236,56.251999999999995,55.230000000000004,1,0.0,1.0,-0.006235925861770353,-0.007235925861770353,0.979472125121236,1.0771686068343977,-0.21066485908081656
600276.SH,2026-04-03,56.98,56.99,56.1,56.38,454916.05,2569466.951,-1.7256,56.492,55.31466666666667,1,0.0,1.0,-0.01725640578699661,-0.01725640578699661,0.9625699566730921,1.0585805482538495,-0.2242859465744541
600276.SH,2026-04-07,56.51,56.85,55.0,56.12,401466.88,2244163.329,-0.4612,56.564,55.35,1,0.0,1.0,-0.004611564384533584,-0.004611564384533584,0.9581310033432764,1.053698835899362,-0.22786320187581366
600276.SH,2026-04-08,57.01,57.64,55.91,57.45,734462.9,4189267.319,2.3699,57.010000000000005,55.42666666666666,1,0.0,1.0,0.023699215965787612,0.023699215965787612,0.9808379569150255,1.07867067217424,-0.20956416514193676
600276.SH,2026-04-09,56.92,57.97,56.71,56.96,480754.74,2749696.421,-0.8529,56.85600000000001,55.432,1,0.0,1.0,-0.008529155787641463,-0.008529155787641463,0.9724722371780653,1.069470521967706,-0.2163059155175756
600276.SH,2026-04-10,57.5,58.14,56.8,57.06,587794.69,3371850.93,0.1756,56.794000000000004,55.501333333333335,1,0.0,1.0,0.0017556179775282121,0.0017556179775282121,0.9741795269203022,1.071348103642509,-0.21493004809397576
600276.SH,2026-04-13,56.6,56.64,55.01,55.2,796044.38,4431612.86,-3.2597,56.55800000000001,55.50533333333333,1,0.0,1.0,-0.03259726603575186,-0.03259726603575186,0.9424239377146982,1.0364250844911758,-0.24052118217293128
600276.SH,2026-04-14,55.35,56.31,54.8,56.18,574456.5,3184393.125,1.7754,56.57000000000001,55.73199999999999,1,0.0,1.0,0.017753623188405676,0.017753623188405676,0.9591553771886185,1.0548253849042437,-0.2270376814216537
600276.SH,2026-04-15,57.94,58.45,57.04,57.73,1029479.51,5945432.691,2.759,56.626,56.004666666666665,1,0.0,1.0,0.0275898896404414,0.0275898896404414,0.9856183681932885,1.083927900863688,-0.20571173635585738
600276.SH,2026-04-16,57.98,58.0,57.02,57.47,576718.43,3311971.254,-0.4504,56.727999999999994,56.22933333333334,1,0.0,1.0,-0.004503724233500761,-0.004503724233500761,0.9811794148634729,1.0790461885092006,-0.2092889916572167
600276.SH,2026-04-17,57.2,57.2,56.01,56.33,632523.68,3567405.886,-1.9836,56.58200000000001,56.54266666666667,1,0.0,1.0,-0.01983643640160082,-0.01983643640160082,0.9617163118019737,1.057641757416448,-0.2249738802862541
600276.SH,2026-04-20,56.33,56.68,55.83,56.34,433048.62,2433980.876,0.0178,56.81,56.62,1,0.0,1.0,0.0001775252973550412,0.0001775252973550412,0.9618870407761976,1.0578295155839286,-0.2248362935438939
600276.SH,2026-04-21,56.35,56.76,55.55,55.75,432751.3,2420276.829,-1.0472,56.724000000000004,56.61933333333333,1,0.0,1.0,-0.010472133475328382,-0.010472133475328382,0.9518140312970006,1.0467517837025917,-0.23295391134313248
600276.SH,2026-04-22,55.6,55.94,54.94,55.44,523563.07,2894035.207,-0.5561,56.266,56.634,0,-1.0,1.0,-0.005560538116591962,-0.005560538116591962,0.9465214330960666,1.0409312805107027,-0.2372191003562918
600276.SH,2026-04-23,56.03,57.96,56.03,56.4,963938.0,5474037.22,1.7316,56.052,56.54533333333333,0,0.0,0.0,0.017316017316017396,-0.001,0.9455749116629706,1.0589560645888103,-0.23798188125593545
600276.SH,2026-04-24,56.5,56.75,55.32,56.05,557797.62,3129630.48,-0.6206,55.996,56.457333333333324,0,0.0,0.0,-0.006205673758865271,-0.0,0.9455749116629706,1.0523845287270004,-0.23798188125593545
600276.SH,2026-04-27,56.06,56.07,55.2,55.38,455529.55,2523081.153,-1.1954,55.803999999999995,56.39066666666666,0,0.0,0.0,-0.011953612845673423,-0.0,0.9455749116629706,1.0398047315058214,-0.23798188125593545
600276.SH,2026-04-28,55.38,57.35,54.8,54.84,903119.52,5056516.343,-0.9751,55.622,56.30533333333334,0,0.0,0.0,-0.009750812567713929,-0.0,0.9455749116629706,1.029665790461886,-0.23798188125593545
600276.SH,2026-04-29,54.83,55.08,54.2,54.99,591509.22,3232737.364,0.2735,55.532000000000004,56.141333333333336,0,0.0,0.0,0.00273522975929974,0.0,0.9455749116629706,1.0324821629740903,-0.23798188125593545
600276.SH,2026-04-30,55.04,55.04,53.81,53.88,712484.82,3855730.653,-2.0185,55.028,55.936,0,0.0,0.0,-0.02018548827059463,-0.0,0.9455749116629706,1.0116410063837786,-0.23798188125593545
600276.SH,2026-05-06,53.98,54.11,53.4,53.63,665747.53,3573491.857,-0.464,54.544000000000004,55.70733333333333,0,0.0,0.0,-0.0046399406087601625,-0.0,0.9455749116629706,1.0069470521967716,-0.23798188125593545
600276.SH,2026-05-07,53.88,54.43,53.4,53.68,623451.82,3352802.192,0.0932,54.20399999999999,55.606,0,0.0,0.0,0.0009323140033563604,0.0,0.9455749116629706,1.007885843034173,-0.23798188125593545
600276.SH,2026-05-08,53.88,53.92,52.68,52.8,802414.65,4253912.511,-1.6393,53.79600000000001,55.38066666666667,0,0.0,0.0,-0.016393442622950838,-0.0,0.9455749116629706,0.9913631242959079,-0.23798188125593545
600276.SH,2026-05-11,52.8,53.79,52.12,53.52,1023063.39,5425541.107,1.3636,53.501999999999995,55.1,0,0.0,0.0,0.013636363636363669,0.0,0.9455749116629706,1.0048817123544884,-0.23798188125593545
600276.SH,2026-05-12,53.53,58.87,52.75,56.11,2465399.65,13832346.444,4.8393,53.948,55.00933333333333,0,0.0,0.0,0.04839312406576979,0.0,0.9455749116629706,1.0535110777318824,-0.23798188125593545
600276.SH,2026-05-13,56.11,57.26,55.66,55.86,1327790.72,7453651.588,-0.4456,54.394000000000005,54.977999999999994,0,0.0,0.0,-0.004455533772946052,-0.0,0.9455749116629706,1.048817123544875,-0.23798188125593545
600276.SH,2026-05-14,55.8,56.74,54.28,54.32,917226.81,5058298.449,-2.7569,54.522000000000006,54.84333333333334,0,0.0,0.0,-0.027568922305764354,-0.0,0.9455749116629706,1.0199023657529112,-0.23798188125593545
600276.SH,2026-05-15,54.08,55.66,53.75,53.99,765988.95,4173748.481,-0.6075,54.760000000000005,54.726000000000006,1,1.0,0.0,-0.006075110456553734,-0.0,0.9455749116629706,1.0137063462260618,-0.23798188125593545
600276.SH,2026-05-18,53.78,53.8,52.19,52.43,786608.89,4141536.235,-2.8894,54.541999999999994,54.525333333333336,1,0.0,1.0,-0.028894239674013722,-0.029894239674013723,0.9173076686239834,0.9844160720991373,-0.2607618335336116
600276.SH,2026-05-19,52.3,52.91,51.33,51.59,699094.53,3627118.898,-1.6021,53.638,54.20466666666667,0,-1.0,1.0,-0.01602136181575431,-0.01602136181575431,0.9026111505685925,0.9686443860307933,-0.27260543566658435
600276.SH,2026-05-20,51.51,51.96,50.38,50.95,827046.41,4207608.523,-1.2406,52.656000000000006,53.86466666666667,0,0.0,0.0,-0.012405504942818335,-0.001,0.901708539418024,0.9566278633120551,-0.2733328302309177
600276.SH,2026-05-21,51.03,52.79,50.88,51.45,994024.91,5157539.017,0.9814,52.08200000000001,53.60266666666667,0,0.0,0.0,0.00981354268891077,0.0,0.901708539418024,0.9660157716860694,-0.2733328302309177
600276.SH,2026-05-22,51.55,51.58,50.4,50.47,677619.85,3439250.074,-1.9048,51.378,53.31133333333334,0,0.0,0.0,-0.01904761904761909,-0.0,0.901708539418024,0.9476154712730014,-0.2733328302309177
600276.SH,2026-05-25,50.01,50.02,49.02,49.43,838354.91,4132036.88,-2.0606,50.778,52.940666666666665,0,0.0,0.0,-0.020606300772736286,-0.0,0.901708539418024,0.9280886218550517,-0.2733328302309177
600276.SH,2026-05-26,49.08,50.17,48.8,49.2,713745.51,3526003.698,-0.4653,50.3,52.62866666666667,0,0.0,0.0,-0.004653044709690413,-0.0,0.901708539418024,0.9237701840030051,-0.2733328302309177
600276.SH,2026-05-27,48.88,51.3,48.45,50.37,961152.93,4800578.724,2.7959,50.184000000000005,52.41133333333334,0,0.0,0.0,0.02378048780487796,0.0,0.901708539418024,0.9457378895981985,-0.2733328302309177
600276.SH,2026-05-28,50.06,50.58,47.85,48.0,978696.76,4764526.056,-4.7052,49.494,52.032666666666664,0,0.0,0.0,-0.04705181655747459,-0.0,0.901708539418024,0.9012392039053709,-0.2733328302309177
600276.SH,2026-05-29,48.02,50.52,47.62,50.19,1300404.6,6428005.491,4.5625,49.438,51.858666666666664,0,0.0,0.0,0.04562500000000003,0.0,0.901708539418024,0.9423582425835535,-0.2733328302309177
600276.SH,2026-06-01,50.32,51.2,49.0,49.17,946652.92,4730298.019,-2.0323,49.385999999999996,51.56866666666667,0,0.0,0.0,-0.020322773460848653,-0.0,0.901708539418024,0.9232069095005645,-0.2733328302309177
600276.SH,2026-06-02,48.82,49.1,47.9,48.4,611443.12,2958267.989,-1.566,49.226,51.05466666666667,0,0.0,0.0,-0.015659955257270708,-0.0,0.901708539418024,0.9087495306045825,-0.2733328302309177
600276.SH,2026-06-03,48.1,48.18,47.2,47.2,815364.21,3874213.873,-2.4793,48.592,50.477333333333334,0,0.0,0.0,-0.024793388429751984,-0.0,0.901708539418024,0.8862185505069483,-0.2733328302309177
600276.SH,2026-06-04,47.0,47.88,46.51,46.63,639248.85,3002777.698,-1.2076,48.318,49.96466666666666,0,0.0,0.0,-0.012076271186440724,-0.0,0.901708539418024,0.875516334960572,-0.2733328302309177
600276.SH,2026-06-05,47.48,48.72,47.0,47.08,930263.96,4447209.359,0.965,47.696,49.504000000000005,0,0.0,0.0,0.009650439631138763,0.0,0.901708539418024,0.8839654524971848,-0.2733328302309177
600276.SH,2026-06-08,46.6,47.72,45.55,45.94,684210.68,3166674.106,-2.4214,47.05,49.071333333333335,0,0.0,0.0,-0.024214103653355967,-0.0,0.901708539418024,0.8625610214044322,-0.2733328302309177
600276.SH,2026-06-09,46.34,46.6,45.26,46.38,621286.09,2856659.948,0.9578,46.646,48.724000000000004,0,0.0,0.0,0.00957771005659569,0.0,0.901708539418024,0.8708223807735649,-0.2733328302309177
600276.SH,2026-06-10,46.1,47.38,45.91,47.01,621575.53,2901932.496,1.3583,46.608000000000004,48.461333333333336,0,0.0,0.0,0.013583441138421692,0.0,0.901708539418024,0.8826511453248228,-0.2733328302309177
600276.SH,2026-06-11,46.7,47.2,46.22,46.98,473373.64,2211880.829,-0.0638,46.678,48.163333333333334,0,0.0,0.0,-0.0006381620931716903,-0.0,0.901708539418024,0.8820878708223819,-0.2733328302309177
600276.SH,2026-06-12,47.2,48.95,46.56,48.49,1002990.2,4824609.044,3.2141,46.96,48.03133333333333,0,0.0,0.0,0.03214133673903796,0.0,0.901708539418024,0.9104393541119051,-0.2733328302309177
600276.SH,2026-06-15,48.44,48.8,47.62,47.88,669407.9,3219757.536,-1.258,47.348,47.928000000000004,0,0.0,0.0,-0.012579913384202945,-0.0,0.901708539418024,0.8989861058956077,-0.2733328302309177
600276.SH,2026-06-16,47.6,48.09,47.14,47.35,502934.59,2385274.213,-1.1069,47.542,47.80466666666666,0,0.0,0.0,-0.011069340016708451,-0.0,0.901708539418024,0.8890349230191525,-0.2733328302309177
600276.SH,2026-06-17,47.37,47.66,46.78,46.99,518238.62,2440284.436,-0.7603,47.538,47.57933333333333,0,0.0,0.0,-0.007602956705385466,-0.0,0.901708539418024,0.8822756289898622,-0.2733328302309177
600276.SH,2026-06-18,46.99,49.5,46.61,48.42,1185928.36,5748480.21,3.0432,47.826,47.60733333333334,1,1.0,0.0,0.0304320068099595,0.0,0.901708539418024,0.909125046939543,-0.2733328302309177
600276.SH,2026-06-22,48.2,49.41,47.3,49.36,946321.1,4576625.23,1.9413,48.0,47.552,1,0.0,1.0,0.019413465510119687,0.018413465510119686,0.918312118508778,0.9267743146826898,-0.25995236936303856
600276.SH,2026-06-23,49.18,50.92,48.8,48.98,1075827.14,5376611.879,-0.7699,48.22,47.539333333333325,1,0.0,1.0,-0.007698541329011377,-0.007698541329011377,0.9112424547115062,0.9196395043184389,-0.26564965663293416
600276.SH,2026-06-24,48.98,51.36,48.93,50.25,1358812.24,6874481.944,2.5929,48.8,47.66266666666666,1,0.0,1.0,0.02592895059207856,0.02592895059207856,0.9348700152971252,0.9434847915884353,-0.24660872286249358
600276.SH,2026-06-25,49.86,50.8,48.66,50.04,1051386.05,5219089.446,-0.4179,49.410000000000004,47.852000000000004,1,0.0,1.0,-0.004179104477611939,-0.004179104477611939,0.9309630958302119,0.9395418700713494,-0.24975722372217268
600276.SH,2026-06-26,50.46,50.73,48.62,48.67,749616.79,3706726.925,-2.7378,49.459999999999994,47.98800000000001,1,0.0,1.0,-0.027378097521982392,-0.027378097521982392,0.9054750974032056,0.9138190011265502,-0.27029744361626995
600276.SH,2026-06-29,49.01,53.31,48.43,52.93,1727561.67,8958581.324,8.7528,50.174,48.378,1,0.0,1.0,0.08752825148962406,0.08752825148962406,0.9847297494463053,0.993803980473152,-0.20642785474849323
600276.SH,2026-06-30,52.97,53.45,51.7,52.04,1146412.66,6000711.377,-1.6815,50.786,48.784666666666666,1,0.0,1.0,-0.016814660872850995,-0.016814660872850995,0.9681718526579581,0.9770935035674065,-0.2197715012490381
600276.SH,2026-07-01,51.61,54.08,50.22,53.78,1569308.27,8235118.692,3.3436,51.492000000000004,49.278,1,0.0,1.0,0.03343581860107614,0.03343581860107614,1.0005434710980974,1.0097634247089764,-0.19368392269741108
600276.SH,2026-07-02,53.8,55.45,53.09,53.49,1320238.17,7141714.076,-0.5392,52.181999999999995,49.71,1,0.0,1.0,-0.00539233915953885,-0.00539233915953885,0.9951482013580741,1.0043184378520482,-0.19803185245601562
600276.SH,2026-07-03,54.55,55.15,53.28,54.45,1098670.98,5951497.72,1.7947,53.338,50.208000000000006,1,0.0,1.0,0.01794727986539546,0.01794727986539546,1.0130084046353924,1.0223432219301558,-0.18363870566891094
