ts_code,trade_date,open,high,low,close,vol,amount,pct_chg
688180.SH,20250704,37.81,41.17,37.81,40.21,257515.05,1010402.731,5.9831
688180.SH,20250707,40.0,40.52,37.82,37.97,175267.12,679989.491,-5.5708
688180.SH,20250708,38.03,39.12,37.59,37.87,123880.92,472975.801,-0.2634
688180.SH,20250709,37.87,38.55,37.21,37.93,108853.52,413113.712,0.1584
688180.SH,20250710,38.0,38.29,37.15,37.4,96739.67,363319.504,-1.3973
688180.SH,20250711,37.18,37.97,36.97,37.18,117783.83,440072.986,-0.5882
688180.SH,20250714,37.0,38.3,36.88,37.99,135372.67,508296.224,2.1786
688180.SH,20250715,37.84,39.14,37.31,38.51,151394.08,579216.49,1.3688
688180.SH,20250716,38.53,38.99,38.01,38.77,110371.92,425636.498,0.6751
688180.SH,20250717,38.7,39.68,38.62,39.66,140616.69,551892.583,2.2956
688180.SH,20250718,39.66,39.72,38.49,39.16,128498.2,501550.384,-1.2607
688180.SH,20250721,39.0,39.0,37.93,38.6,103902.65,400151.025,-1.43
688180.SH,20250722,38.59,41.49,38.39,39.29,181760.73,727080.459,1.7876
688180.SH,20250723,38.98,39.45,37.5,37.69,185740.39,711074.302,-4.0723
688180.SH,20250724,37.99,38.97,37.83,38.39,138522.07,532282.164,1.8573
688180.SH,20250725,38.54,39.18,37.91,38.0,121504.24,465797.058,-1.0159
688180.SH,20250728,38.4,40.0,38.19,39.69,168440.98,662350.582,4.4474
688180.SH,20250729,40.13,41.41,39.18,41.0,205862.49,834377.079,3.3006
688180.SH,20250730,40.6,41.55,39.0,39.12,187188.91,752892.1,-4.5854
688180.SH,20250731,39.0,40.5,38.3,38.46,199105.63,781927.687,-1.6871
688180.SH,20250801,38.4,39.85,37.74,38.08,152549.54,589249.576,-0.988
688180.SH,20250804,38.0,38.0,36.41,37.66,158395.13,587187.682,-1.1029
688180.SH,20250805,37.82,39.46,37.57,39.46,195950.45,754758.106,4.7796
688180.SH,20250806,41.2,44.95,41.1,41.28,390043.96,1663293.859,4.6123
688180.SH,20250807,41.0,41.8,38.98,39.85,256249.53,1028118.783,-3.4641
688180.SH,20250808,39.6,43.0,38.86,41.51,274807.41,1136946.262,4.1656
688180.SH,20250811,41.6,43.5,40.81,42.54,230867.62,966880.944,2.4813
688180.SH,20250812,42.12,43.08,40.6,41.38,191965.46,797651.515,-2.7268
688180.SH,20250813,41.3,44.0,41.03,43.46,239379.96,1024876.236,5.0266
688180.SH,20250814,43.35,44.4,42.66,42.72,219769.36,952643.219,-1.7027
688180.SH,20250815,41.03,42.35,40.98,42.0,209790.78,873905.865,-1.6854
688180.SH,20250818,42.0,47.94,42.0,47.06,325478.96,1452029.767,12.0476
688180.SH,20250819,47.0,47.6,45.31,45.32,210417.45,976654.616,-3.6974
688180.SH,20250820,45.5,46.1,44.11,44.83,167278.71,752348.082,-1.0812
688180.SH,20250821,45.11,46.82,44.61,45.36,177819.57,810794.225,1.1822
688180.SH,20250822,45.35,46.18,44.92,45.86,149844.32,682602.939,1.1023
688180.SH,20250825,45.87,48.59,45.61,46.62,206151.16,966178.428,1.6572
688180.SH,20250826,46.15,47.21,44.68,45.17,171927.8,788541.894,-3.1103
688180.SH,20250827,46.33,46.9,43.36,43.38,232226.05,1039374.853,-3.9628
688180.SH,20250828,43.5,44.0,42.0,43.97,192703.04,831102.966,1.3601
688180.SH,20250829,43.67,45.7,43.33,44.99,207219.55,924057.755,2.3198
688180.SH,20250901,45.0,47.8,44.9,47.11,231543.61,1080885.617,4.7122
688180.SH,20250902,47.1,48.0,45.3,46.27,215660.32,1006415.933,-1.7831
688180.SH,20250903,47.0,47.87,46.06,46.37,173417.57,813971.893,0.2161
688180.SH,20250904,47.2,47.7,43.9,44.7,214939.33,982190.421,-3.6015
688180.SH,20250905,44.5,48.1,43.58,48.0,252893.1,1173287.676,7.3826
688180.SH,20250908,48.7,48.92,47.01,47.53,181232.3,867447.528,-0.9792
688180.SH,20250909,47.7,51.4,46.81,48.26,268394.82,1323198.73,1.5359
688180.SH,20250910,48.5,50.23,47.09,48.5,209777.48,1017590.64,0.4973
688180.SH,20250911,45.88,47.92,43.44,47.73,280639.95,1291674.173,-1.5876
688180.SH,20250912,48.16,49.3,47.08,48.8,236210.48,1143927.408,2.2418
688180.SH,20250915,48.48,48.98,47.27,47.43,176254.2,846623.521,-2.8074
688180.SH,20250916,47.49,47.7,46.25,46.82,136136.36,637726.974,-1.2861
688180.SH,20250917,46.83,46.83,45.54,45.64,152948.47,704292.94,-2.5203
688180.SH,20250918,45.98,47.05,44.95,45.73,196910.29,909291.658,0.1972
688180.SH,20250919,45.7,45.95,43.7,44.0,189820.1,846780.446,-3.7831
688180.SH,20250922,44.05,44.66,42.91,43.43,133802.81,581794.018,-1.2955
688180.SH,20250923,43.45,43.45,40.6,41.58,180927.24,754644.313,-4.2597
688180.SH,20250924,41.4,41.87,40.96,41.67,149802.23,620849.817,0.2165
688180.SH,20250925,41.7,43.6,41.7,42.78,145471.8,623050.144,2.6638
688180.SH,20250926,42.35,42.57,41.0,41.0,125329.62,520781.642,-4.1608
688180.SH,20250929,41.2,41.2,40.01,41.09,131011.08,531110.818,0.2195
688180.SH,20250930,41.01,41.77,41.01,41.46,85978.59,356604.849,0.9005
688180.SH,20251009,41.7,41.85,40.58,41.06,118843.92,488077.312,-0.9648
688180.SH,20251010,40.8,41.42,39.51,39.61,135880.39,547769.914,-3.5314
688180.SH,20251013,38.01,39.64,37.9,38.91,126562.16,491322.117,-1.7672
688180.SH,20251014,39.11,39.58,37.58,37.67,130333.32,500766.786,-3.1868
688180.SH,20251015,37.95,38.85,37.51,38.43,97223.98,372021.541,2.0175
688180.SH,20251016,38.22,40.0,38.11,38.88,130273.82,509503.189,1.171
688180.SH,20251017,40.5,40.97,38.8,38.8,129954.39,512995.784,-0.2058
688180.SH,20251020,38.81,39.5,38.35,38.67,90504.97,351488.945,-0.3351
688180.SH,20251021,38.55,39.18,38.36,38.99,81324.62,315831.866,0.8275
688180.SH,20251022,39.0,39.86,38.38,38.54,83074.55,323622.176,-1.1541
688180.SH,20251023,38.24,38.48,36.84,37.51,129732.75,484952.08,-2.6725
688180.SH,20251024,37.55,38.23,37.55,37.78,72417.58,274012.3,0.7198
688180.SH,20251027,38.1,39.19,38.09,38.73,104575.71,405915.801,2.5146
688180.SH,20251028,38.8,38.95,38.41,38.63,66686.38,257813.7,-0.2582
688180.SH,20251029,38.11,39.1,37.36,38.96,113073.94,432095.795,0.8543
688180.SH,20251030,38.8,38.8,38.01,38.17,75828.62,290737.764,-2.0277
688180.SH,20251031,38.38,40.4,38.2,40.37,171841.05,683217.958,5.7637
688180.SH,20251103,40.6,40.9,39.6,40.25,138383.06,556410.427,-0.2973
688180.SH,20251104,40.24,40.24,38.76,39.06,99826.55,392234.144,-2.9565
688180.SH,20251105,38.76,39.5,38.34,38.82,77241.5,300243.917,-0.6144
688180.SH,20251106,39.02,39.09,38.27,38.53,65247.67,251341.34,-0.747
688180.SH,20251107,38.52,38.62,37.79,37.79,76675.7,291972.342,-1.9206
688180.SH,20251110,37.64,38.53,37.55,38.39,61813.46,235529.087,1.5877
688180.SH,20251111,38.39,38.56,37.95,38.1,48547.01,185109.013,-0.7554
688180.SH,20251112,38.15,38.84,38.1,38.29,74365.95,286257.911,0.4987
688180.SH,20251113,38.49,39.29,38.19,39.2,87608.26,341371.447,2.3766
688180.SH,20251114,38.99,39.67,38.6,39.01,82430.13,323191.353,-0.4847
688180.SH,20251117,38.76,39.2,38.0,38.07,68230.32,260909.181,-2.4096
688180.SH,20251118,38.05,38.7,37.09,37.4,72679.44,274095.358,-1.7599
688180.SH,20251119,37.39,37.66,36.68,37.01,63952.29,236896.293,-1.0428
688180.SH,20251120,37.09,37.36,36.7,36.82,41730.67,154281.8,-0.5134
688180.SH,20251121,36.64,37.07,35.57,35.75,85975.46,310175.627,-2.906
688180.SH,20251124,35.78,36.48,35.7,36.25,51321.5,185238.597,1.3986
688180.SH,20251125,36.44,37.52,36.35,36.91,71981.17,267819.404,1.8207
688180.SH,20251126,36.7,37.96,36.1,37.08,78499.42,293633.424,0.4606
688180.SH,20251127,37.0,37.5,36.78,37.06,53191.13,198005.374,-0.0539
688180.SH,20251128,37.08,37.29,36.73,37.1,47790.33,176833.681,0.1079
688180.SH,20251201,36.98,37.19,36.41,36.51,57107.35,209169.339,-1.5903
688180.SH,20251202,36.58,36.59,35.8,35.81,47629.78,171554.475,-1.9173
688180.SH,20251203,36.25,36.25,35.15,35.36,53535.9,190401.825,-1.2566
688180.SH,20251204,35.58,36.17,35.39,35.75,45120.79,161459.744,1.1029
688180.SH,20251205,35.75,36.05,35.19,36.0,43562.53,155299.267,0.6993
688180.SH,20251208,36.9,37.5,36.22,36.36,71644.95,262377.531,1.0
688180.SH,20251209,36.37,36.7,36.06,36.09,52368.08,190287.136,-0.7426
688180.SH,20251210,36.05,36.44,35.49,36.3,48126.23,173088.254,0.5819
688180.SH,20251211,36.31,37.01,36.2,36.31,54324.98,198671.303,0.0275
688180.SH,20251212,36.5,36.8,35.98,36.58,77756.59,283625.983,0.7436
688180.SH,20251215,36.6,37.36,36.45,36.58,65930.73,242396.671,0.0
688180.SH,20251216,36.46,36.59,35.65,35.78,54725.35,197016.098,-2.187
688180.SH,20251217,35.65,36.26,35.34,36.04,48452.64,173393.671,0.7267
688180.SH,20251218,35.89,36.32,35.53,35.53,48062.82,172647.942,-1.4151
688180.SH,20251219,35.18,35.91,34.6,35.41,81249.68,286700.386,-0.3377
688180.SH,20251222,35.32,35.41,34.83,34.91,67782.65,237289.115,-1.412
688180.SH,20251223,35.0,35.49,34.57,34.9,55239.0,193292.995,-0.0286
688180.SH,20251224,34.9,35.15,34.35,34.61,79853.1,276791.876,-0.8309
688180.SH,20251225,34.61,35.13,34.3,35.0,66844.94,232010.661,1.1268
688180.SH,20251226,34.88,35.15,34.82,34.99,46695.79,163321.347,-0.0286
688180.SH,20251229,34.9,35.3,34.32,34.33,60403.17,209480.924,-1.8863
688180.SH,20251230,34.24,34.58,33.99,34.33,68104.6,233584.991,0.0
688180.SH,20251231,34.32,34.68,34.16,34.16,53438.17,183795.071,-0.4952
688180.SH,20260105,34.3,36.49,34.12,36.42,145435.88,517792.147,6.6159
688180.SH,20260106,36.44,36.78,36.16,36.7,89078.91,325398.448,0.7688
688180.SH,20260107,36.67,38.27,36.67,37.8,128189.22,483871.656,2.9973
688180.SH,20260108,37.8,38.36,37.55,37.66,92546.86,350803.705,-0.3704
688180.SH,20260109,37.65,39.2,37.6,39.2,135567.41,519836.414,4.0892
688180.SH,20260112,39.1,39.58,38.35,38.69,131510.73,508666.495,-1.301
688180.SH,20260113,38.8,39.97,38.8,39.35,161012.67,635348.969,1.7059
688180.SH,20260114,39.05,39.82,37.82,38.42,174043.29,677850.201,-2.3634
688180.SH,20260115,38.0,38.7,37.2,37.47,129536.39,490029.683,-2.4727
688180.SH,20260116,37.64,37.9,36.36,36.85,142780.51,526536.891,-1.6547
688180.SH,20260119,36.64,37.09,36.38,36.54,88589.85,324689.587,-0.8412
688180.SH,20260120,36.62,36.68,35.03,35.29,119386.86,424781.409,-3.4209
688180.SH,20260121,35.08,35.56,34.78,35.25,80225.14,282822.868,-0.1133
688180.SH,20260122,35.28,35.58,34.93,35.1,67771.07,238471.32,-0.4255
688180.SH,20260123,35.45,36.48,35.27,36.3,99319.57,358302.297,3.4188
688180.SH,20260126,37.09,38.49,36.4,37.96,295943.97,1112652.697,4.573
688180.SH,20260127,39.0,42.8,36.2,40.98,513232.21,2022964.131,7.9557
688180.SH,20260128,40.0,41.38,39.14,39.18,324678.21,1298105.817,-4.3924
688180.SH,20260129,38.97,38.97,36.77,36.82,266127.4,1000054.476,-6.0235
688180.SH,20260130,36.83,37.51,35.7,35.88,158760.11,576499.616,-2.553
688180.SH,20260202,36.0,36.01,34.61,34.65,130111.36,457422.236,-3.4281
688180.SH,20260203,34.95,35.3,34.54,35.25,85325.77,298676.728,1.7316
688180.SH,20260204,35.03,35.41,34.27,35.41,114371.1,397852.484,0.4539
688180.SH,20260205,35.43,35.68,35.08,35.09,76152.95,268791.315,-0.9037
688180.SH,20260206,34.87,35.49,34.54,34.9,64199.7,225386.878,-0.5415
688180.SH,20260209,35.39,35.87,35.2,35.4,73375.95,260676.281,1.4327
688180.SH,20260210,35.49,36.24,35.21,35.72,92997.12,332253.393,0.904
688180.SH,20260211,35.55,35.88,35.01,35.03,76530.07,270852.238,-1.9317
688180.SH,20260212,35.0,35.16,34.6,34.6,69958.59,242977.574,-1.2275
688180.SH,20260213,34.6,34.76,34.23,34.27,65156.71,224754.754,-0.9538
688180.SH,20260224,34.47,34.6,34.11,34.27,62939.84,215786.722,0.0
688180.SH,20260225,34.37,34.99,34.23,34.75,69742.18,241413.025,1.4006
688180.SH,20260226,34.73,34.73,33.91,33.94,88919.53,303401.956,-2.3309
688180.SH,20260227,33.6,34.12,33.55,34.0,62807.87,212826.662,0.1768
688180.SH,20260302,33.2,33.47,31.68,31.83,163030.97,526574.945,-6.3824
688180.SH,20260303,31.88,32.07,29.75,29.98,165057.48,505082.713,-5.8121
688180.SH,20260304,29.71,30.18,29.46,29.72,85302.92,253924.147,-0.8672
688180.SH,20260305,30.09,30.35,29.63,29.76,85504.76,255985.084,0.1346
688180.SH,20260306,29.76,31.6,29.68,31.21,135282.79,419022.109,4.8723
688180.SH,20260309,30.54,31.05,30.33,30.67,96082.33,294515.66,-1.7302
688180.SH,20260310,31.3,31.92,31.21,31.77,106990.16,338937.44,3.5866
688180.SH,20260311,31.9,32.01,31.18,31.32,120570.22,379900.502,-1.4164
688180.SH,20260312,31.21,31.43,30.61,31.14,128551.11,398876.452,-0.5747
688180.SH,20260313,31.14,31.73,30.5,31.0,224558.13,697747.084,-0.4496
688180.SH,20260316,30.8,31.57,30.02,31.55,153041.35,472334.597,1.7742
688180.SH,20260317,31.62,33.36,31.4,32.49,219924.14,718912.353,2.9794
688180.SH,20260318,32.5,33.66,32.35,33.36,175277.89,582535.594,2.6777
688180.SH,20260319,33.0,33.65,32.89,33.32,129535.02,432081.588,-0.1199
688180.SH,20260320,33.32,34.0,32.4,32.4,152509.11,504357.323,-2.7611
688180.SH,20260323,31.97,32.45,30.93,31.29,134552.52,425912.845,-3.4259
688180.SH,20260324,31.8,33.29,31.8,33.21,173447.51,567223.804,6.1361
688180.SH,20260325,33.18,33.47,32.44,32.63,117248.05,385979.454,-1.7465
688180.SH,20260326,32.63,33.22,32.27,32.46,91036.09,297941.042,-0.521
688180.SH,20260327,32.3,34.3,32.16,33.7,186959.31,628632.641,3.8201
688180.SH,20260330,33.27,34.83,33.18,34.19,158126.42,542536.134,1.454
688180.SH,20260331,34.19,35.04,34.1,34.83,166929.39,578789.338,1.8719
688180.SH,20260401,35.0,38.49,35.0,38.4,413237.84,1541444.594,10.2498
688180.SH,20260402,38.25,39.39,37.78,38.86,321201.52,1246367.923,1.1979
688180.SH,20260403,38.03,39.17,37.91,38.79,218073.43,842765.887,-0.1801
688180.SH,20260407,38.6,39.79,37.2,38.85,201017.32,776939.267,0.1547
688180.SH,20260408,39.05,39.95,38.08,39.23,205819.42,802133.389,0.9781
688180.SH,20260409,39.0,40.1,38.5,38.6,167268.53,654918.76,-1.6059
688180.SH,20260410,38.27,38.87,37.95,38.08,170442.67,652908.877,-1.3472
688180.SH,20260413,37.9,42.39,37.77,41.57,399767.74,1632066.858,9.1649
688180.SH,20260414,41.43,41.7,40.04,41.3,233789.05,952826.132,-0.6495
688180.SH,20260415,42.0,44.0,40.58,43.5,324787.22,1379544.355,5.3269
688180.SH,20260416,43.04,45.37,42.81,44.38,294810.61,1303894.755,2.023
688180.SH,20260417,44.35,45.48,43.82,45.04,242415.38,1082632.027,1.4872
688180.SH,20260420,45.04,46.55,43.08,43.18,353045.95,1566665.947,-4.1297
688180.SH,20260421,43.56,43.6,41.79,42.32,236671.86,1005729.437,-1.9917
688180.SH,20260422,42.02,43.16,41.97,42.37,139895.12,593557.114,0.1181
688180.SH,20260423,42.39,42.5,40.62,40.72,217292.21,896820.257,-3.8943
688180.SH,20260424,40.31,40.73,39.24,39.8,188652.33,754996.371,-2.2593
688180.SH,20260427,39.78,41.02,39.09,40.77,191444.67,766738.813,2.4372
688180.SH,20260428,41.5,43.0,40.5,41.36,302670.9,1270462.909,1.4471
688180.SH,20260429,41.49,41.49,40.17,40.3,145376.22,589633.478,-2.5629
688180.SH,20260430,40.29,41.69,39.82,40.38,140505.84,570695.093,0.1985
688180.SH,20260506,39.4,40.56,39.35,39.87,174002.78,696917.596,-1.263
688180.SH,20260507,39.99,40.79,39.91,40.5,122264.94,493106.458,1.5801
688180.SH,20260508,40.55,40.85,39.01,39.36,140409.43,556176.596,-2.8148
688180.SH,20260511,39.47,42.95,39.29,42.08,273919.17,1132733.668,6.9106
688180.SH,20260512,42.08,42.8,41.22,41.41,199133.31,833040.629,-1.5922
688180.SH,20260513,41.87,41.87,39.7,40.23,188997.46,761976.196,-2.8496
688180.SH,20260514,40.23,40.58,39.02,39.29,133600.94,528404.799,-2.3366
688180.SH,20260515,39.22,39.47,38.27,38.55,130425.36,506641.272,-1.8834
688180.SH,20260518,38.21,38.33,37.36,37.77,114438.17,432503.298,-2.0233
688180.SH,20260519,37.74,38.43,37.15,37.65,105795.81,397985.879,-0.3177
688180.SH,20260520,37.96,38.88,37.64,38.5,132017.74,504871.228,2.2576
688180.SH,20260521,38.27,41.28,38.24,39.1,228463.53,914457.35,1.5584
688180.SH,20260522,39.31,39.51,36.71,37.13,209524.76,786917.169,-5.0384
688180.SH,20260525,36.81,37.22,36.08,36.47,138073.08,503603.865,-1.7775
688180.SH,20260526,36.05,36.62,34.79,35.2,142275.35,504095.876,-3.4823
688180.SH,20260527,35.55,35.55,33.96,34.35,131965.0,455296.143,-2.4148
688180.SH,20260528,34.24,34.84,32.98,33.51,126953.69,426391.704,-2.4454
688180.SH,20260529,33.44,35.13,32.72,34.24,207619.65,702155.573,2.1785
688180.SH,20260601,35.08,37.46,32.72,33.03,308882.61,1077818.561,-3.5339
688180.SH,20260602,33.43,33.98,32.1,32.19,134289.45,436298.192,-2.5431
688180.SH,20260603,32.0,32.65,31.6,31.9,128798.67,414665.875,-0.9009
688180.SH,20260604,31.53,32.26,30.6,31.0,170383.2,533936.976,-2.8213
688180.SH,20260605,31.48,31.6,30.06,30.12,143310.73,439605.234,-2.8387
688180.SH,20260608,29.66,30.3,28.72,28.93,133271.96,392742.849,-3.9509
688180.SH,20260609,29.1,29.65,28.1,29.29,111963.51,324396.157,1.2444
688180.SH,20260610,28.99,29.63,28.39,29.53,113450.99,329739.824,0.8194
688180.SH,20260611,29.18,29.62,28.58,29.43,115432.22,336081.595,-0.3386
688180.SH,20260612,29.69,30.89,29.17,30.69,176807.02,535558.107,4.2813
688180.SH,20260615,30.62,30.83,30.0,30.2,134594.05,407382.752,-1.5966
688180.SH,20260616,30.0,30.06,29.3,29.78,116554.69,345268.421,-1.3907
688180.SH,20260617,29.51,29.84,29.29,29.39,88764.57,261759.381,-1.3096
688180.SH,20260618,29.35,30.68,29.03,30.09,146873.22,441038.149,2.3818
688180.SH,20260622,29.51,30.18,28.77,30.15,162029.35,475041.265,0.1994
688180.SH,20260623,29.98,31.19,29.96,30.43,180041.27,551970.779,0.9287
688180.SH,20260624,30.67,31.96,30.3,31.37,237239.84,742529.594,3.0891
688180.SH,20260625,30.7,31.63,29.5,31.33,212307.88,647339.83,-0.1275
688180.SH,20260626,31.0,31.91,29.51,29.68,170137.14,514064.337,-5.2665
688180.SH,20260629,29.68,34.3,29.21,33.96,368488.03,1207012.732,14.4205
688180.SH,20260630,33.5,34.87,33.36,33.82,248851.66,846279.322,-0.4122
688180.SH,20260701,33.85,36.5,32.7,35.9,347033.77,1205662.28,6.1502
688180.SH,20260702,36.77,37.77,35.41,36.04,332624.6,1214424.145,0.39
688180.SH,20260703,36.72,38.35,35.88,37.99,310184.24,1147945.053,5.4107
